doi	received	accepted	published
10.1371/journal.pcbi.1002609	2012-02-14	2012-05-23	2012-08-02
10.1371/journal.pcbi.1002442	2011-10-03	2012-02-08	2012-03-22
10.1371/journal.ppat.1003939	2013-08-20	2014-01-06	2014-03-13
10.1371/journal.pntd.0002465	2013-05-22	2013-08-21	2013-10-17
10.1371/journal.pgen.1004390	2013-12-02	2014-04-03	2014-06-05
10.1371/journal.pgen.1001332	2010-06-03	2011-02-10	2011-03-17
10.1371/journal.pcbi.1003171	2013-02-19	2013-06-21	2013-09-26
10.1371/journal.pntd.0000209	2007-12-27	2008-02-05	2008-03-26
10.1371/journal.ppat.0040013	2007-06-07	2007-12-13	2008-01-25
10.1371/journal.pone.0108253	2014-04-28	2014-08-20	2014-09-24
10.1371/journal.pgen.1000422	2008-12-01	2009-02-13	2009-03-20
10.1371/journal.pcbi.1003111	2012-09-14	2013-05-03	2013-07-11
10.1371/journal.pone.0115096	2014-09-02	2014-11-18	2014-12-15
10.1371/journal.pmed.1001648	2013-12-04	2014-04-11	2014-05-20
10.1371/journal.pone.0005939	2009-03-09	2009-05-19	2009-06-17
10.1371/journal.ppat.1004653	2014-10-06	2015-01-02	2015-02-23
10.1371/journal.pcbi.0030064	2006-07-21	2007-02-20	2007-04-13
10.1371/journal.pgen.1003307	2012-07-10	2012-12-18	2013-03-07
10.1371/journal.pntd.0000375	2008-09-15	2009-01-12	2009-02-10
10.1371/journal.pone.0017060	2010-11-02	2011-01-17	2011-02-28
10.1371/journal.ppat.1004616	2014-06-02	2014-12-09	2015-01-22
10.1371/journal.pone.0049209	2012-05-29	2012-10-08	2012-11-15
10.1371/journal.pntd.0003251	2014-04-18	2014-09-08	2014-10-16
10.1371/journal.pntd.0000681	2009-09-08	2010-03-25	2010-05-11
10.1371/journal.pbio.1000481	2010-04-16	2010-08-03	2010-09-14
10.1371/journal.pone.0007810	2009-07-24	2009-10-18	2009-11-13
10.1371/journal.pgen.1002494	2011-04-13	2011-12-07	2012-03-01
10.1371/journal.pbio.1000109	2008-09-22	2009-03-27	2009-05-26
10.1371/journal.pntd.0001253	2011-03-14	2011-06-10	2011-07-19
10.1371/journal.pgen.1001337	2010-06-20	2011-02-15	2011-03-17
10.1371/journal.pmed.1001213	2011-07-04	2012-03-22	2012-05-08
10.1371/journal.ppat.1002682	2011-11-04	2012-03-22	2012-05-24
10.1371/journal.pbio.1001540	2012-06-27	2013-03-11	2013-04-23
10.1371/journal.pbio.1002127	2014-11-07	2015-03-11	2015-04-17
10.1371/journal.ppat.1003675	2013-05-10	2013-08-16	2013-10-03
10.1371/journal.pntd.0003454	2014-07-06	2014-12-04	2015-02-23
10.1371/journal.ppat.1004551	2014-05-16	2014-11-03	2014-12-11
10.1371/journal.pgen.1000281	2007-12-08	2008-10-27	2008-11-28
10.1371/journal.pone.0111969	2014-06-16	2014-10-09	2014-11-07
10.1371/journal.pgen.1000085	2007-08-01	2008-04-30	2008-05-30
10.1371/journal.pgen.1002940	2012-02-09	2012-07-21	2012-09-13
10.1371/journal.pntd.0003268	2014-07-02	2014-09-12	2014-10-16
10.1371/journal.pgen.1000029	2007-06-12	2008-02-08	2008-03-14
10.1371/journal.ppat.1002448	2010-08-02	2011-11-04	2011-12-15
10.1371/journal.ppat.0020120	2006-07-20	2006-09-25	2006-11-10
10.1371/journal.pone.0091825	2013-10-08	2014-02-16	2014-03-13
10.1371/journal.pntd.0002885	2013-12-27	2014-04-08	2014-05-22
10.1371/journal.pone.0105365	2014-04-30	2014-07-17	2014-08-18
10.1371/journal.pone.0008734	2009-10-05	2009-12-07	2010-01-15
10.1371/journal.pcbi.1003664	2013-08-26	2014-04-25	2014-07-31
10.1371/journal.pmed.1000135	2009-01-09	2009-07-17	2009-08-25
10.1371/journal.pone.0091391	2013-11-28	2014-02-09	2014-03-19
10.1371/journal.ppat.1000835	2009-09-14	2010-02-25	2010-04-08
10.1371/journal.pntd.0000506	2008-12-17	2009-07-23	2009-08-25
10.1371/journal.pgen.1002168	2010-11-23	2011-05-19	2011-08-04
10.1371/journal.pone.0069950	2012-11-13	2013-06-13	2013-07-23
10.1371/journal.pone.0129516	2014-12-15	2015-05-08	2015-06-08
10.1371/journal.pbio.1000244	2009-04-06	2009-10-08	2009-11-17
10.1371/journal.pone.0112919	2014-07-21	2014-10-21	2014-11-11
10.1371/journal.pntd.0002224	2012-09-24	2013-04-08	2013-05-09
10.1371/journal.pgen.1002204	2011-02-18	2011-06-10	2011-08-18
10.1371/journal.pgen.0040002	2007-08-02	2007-11-27	2008-01-11
10.1371/journal.pgen.1003224	2012-07-11	2012-11-21	2013-01-24
10.1371/journal.pone.0043686	2012-04-25	2012-07-23	2012-08-21
10.1371/journal.ppat.1001282	2010-08-20	2011-01-10	2011-02-10
10.1371/journal.pntd.0001282	2011-02-14	2011-07-06	2011-08-23
10.1371/journal.pone.0012759	2010-07-01	2010-08-20	2010-09-16
10.1371/journal.pntd.0002089	2012-07-16	2013-01-22	2013-03-07
10.1371/journal.ppat.1002886	2012-06-06	2012-07-13	2012-08-23
10.1371/journal.pmed.1001538	2012-10-03	2013-09-12	2013-10-22
10.1371/journal.pone.0006023	2009-03-02	2009-05-30	2009-06-24
10.1371/journal.pcbi.1000556	2009-04-20	2009-10-06	2009-11-06
10.1371/journal.pntd.0003387	2014-04-30	2014-10-31	2014-12-18
10.1371/journal.pone.0042072	2012-02-02	2012-07-02	2012-07-27
10.1371/journal.pcbi.1002124	2010-07-28	2011-06-02	2011-08-11
10.1371/journal.pntd.0003267	2014-02-10	2014-09-11	2014-10-16
10.1371/journal.pntd.0002975	2014-01-23	2014-05-11	2014-07-17
10.1371/journal.pntd.0003336	2014-05-02	2014-10-13	2014-11-20
10.1371/journal.pcbi.1003250	2012-07-05	2013-08-16	2013-10-03
10.1371/journal.pgen.1002517	2011-10-14	2011-12-15	2012-02-09
10.1371/journal.pbio.1001062	2010-09-16	2011-04-06	2011-05-17
10.1371/journal.pgen.1002608	2011-05-31	2012-02-03	2012-03-29
10.1371/journal.pmed.0040184	2006-09-04	2007-04-02	2007-06-05
10.1371/journal.pntd.0002901	2014-02-20	2014-04-13	2014-06-12
10.1371/journal.pcbi.1002048	2010-09-23	2011-03-28	2011-05-12
10.1371/journal.pgen.1000973	2010-02-01	2010-04-29	2010-05-27
10.1371/journal.pone.0077000	2013-06-25	2013-09-06	2013-10-15
10.1371/journal.pmed.1000113	2009-01-12	2009-06-16	2009-07-28
10.1371/journal.pcbi.0030205	2007-05-07	2007-09-05	2007-10-26
10.1371/journal.pntd.0002075	2012-09-12	2013-01-08	2013-02-28
10.1371/journal.pone.0046765	2012-01-27	2012-09-10	2012-10-01
10.1371/journal.pgen.1002769	2012-02-09	2012-05-02	2012-06-21
10.1371/journal.pone.0104758	2014-05-02	2014-07-13	2014-08-21
10.1371/journal.pntd.0000349	2008-05-14	2008-11-18	2008-12-16
10.1371/journal.pgen.1003758	2013-01-28	2013-07-15	2013-08-29
10.1371/journal.pcbi.1002484	2011-09-20	2012-03-05	2012-04-26
10.1371/journal.pntd.0001271	2011-02-10	2011-06-24	2011-08-02
10.1371/journal.pntd.0003068	2014-04-11	2014-06-21	2014-08-07
10.1371/journal.ppat.1003065	2012-05-09	2012-10-10	2012-12-13
10.1371/journal.pcbi.1000501	2009-06-03	2009-08-07	2009-09-11
10.1371/journal.pcbi.1002986	2012-11-10	2013-01-29	2013-03-28
10.1371/journal.pcbi.0020061	2005-12-29	2006-04-21	2006-06-09
10.1371/journal.pone.0070019	2013-02-01	2013-06-14	2013-08-01
10.1371/journal.pgen.1003834	2013-04-11	2013-08-12	2013-10-03
10.1371/journal.pone.0082671	2013-07-15	2013-10-26	2013-12-20
10.1371/journal.pbio.1000329	2009-08-11	2010-02-03	2010-03-09
10.1371/journal.pbio.1000250	2009-02-02	2009-10-16	2009-11-24
10.1371/journal.ppat.1003723	2013-06-05	2013-08-28	2013-10-31
10.1371/journal.pgen.1003731	2012-04-05	2013-07-05	2013-08-29
10.1371/journal.pbio.1001318	2011-09-09	2012-03-20	2012-05-01
10.1371/journal.pgen.1004152	2013-02-07	2013-12-16	2014-02-20
10.1371/journal.pntd.0000952	2010-10-19	2010-12-29	2011-01-25
10.1371/journal.pmed.0020199	2004-09-14	2005-05-09	2005-08-23
10.1371/journal.pcbi.0030087	2006-11-24	2007-04-02	2007-05-11
10.1371/journal.pone.0016410	2010-09-01	2010-12-23	2011-02-16
10.1371/journal.pone.0008465	2009-09-14	2009-11-26	2009-12-29
10.1371/journal.pmed.0020045	2004-06-10	2004-12-21	2005-02-22
10.1371/journal.pone.0092271	2013-11-27	2014-02-20	2014-03-17
10.1371/journal.pone.0013807	2010-07-23	2010-10-11	2010-11-03
10.1371/journal.pntd.0003254	2014-01-06	2014-09-08	2014-11-13
10.1371/journal.pntd.0001723	2010-03-29	2012-05-23	2012-07-24
10.1371/journal.pntd.0000304	2007-12-18	2008-08-29	2008-10-01
10.1371/journal.pcbi.1002168	2010-12-01	2011-07-05	2011-09-29
10.1371/journal.pgen.1003121	2012-04-16	2012-10-12	2012-12-13
10.1371/journal.pmed.1001090	2011-03-04	2011-07-27	2011-09-06
10.1371/journal.pone.0067681	2013-03-19	2013-05-20	2013-07-02
10.1371/journal.pgen.1003377	2012-07-24	2013-01-29	2013-03-14
10.1371/journal.pgen.1005276	2014-02-18	2015-05-14	2015-06-05
10.1371/journal.ppat.1000193	2008-02-05	2008-10-02	2008-10-31
10.1371/journal.ppat.1001045	2009-09-25	2010-07-15	2010-08-12
10.1371/journal.pgen.1003028	2012-03-16	2012-08-24	2012-11-15
10.1371/journal.pntd.0002899	2013-12-23	2014-04-13	2014-05-22
10.1371/journal.pntd.0002199	2012-10-30	2013-03-27	2013-04-25
10.1371/journal.pgen.1004014	2013-04-12	2013-10-25	2013-12-19
10.1371/journal.pgen.1003486	2012-12-19	2013-03-15	2013-05-09
10.1371/journal.pntd.0002766	2013-12-16	2014-02-16	2014-03-27
10.1371/journal.pone.0099109	2014-02-04	2014-05-10	2014-06-11
10.1371/journal.pcbi.1000546	2009-05-28	2009-09-28	2009-10-30
10.1371/journal.pcbi.1002552	2011-09-27	2012-04-24	2012-06-28
10.1371/journal.pgen.1001310	2010-09-24	2011-01-13	2011-02-17
10.1371/journal.ppat.1004540	2014-08-14	2014-10-27	2014-12-04
10.1371/journal.pntd.0002891	2014-01-27	2014-04-10	2014-05-22
10.1371/journal.pgen.1001084	2010-02-16	2010-07-22	2010-08-26
10.1371/journal.pbio.1000119	2008-11-07	2009-04-17	2009-05-26
10.1371/journal.pntd.0002108	2012-09-16	2013-01-28	2013-03-07
10.1371/journal.ppat.1002356	2011-03-15	2011-09-20	2011-11-03
10.1371/journal.pone.0053927	2012-08-26	2012-12-07	2013-01-11
10.1371/journal.pntd.0001356	2011-05-19	2011-08-29	2011-10-18
10.1371/journal.pgen.1002367	2011-06-27	2011-09-16	2011-12-01
10.1371/journal.pmed.0040249	2007-02-01	2007-06-19	2007-07-31
10.1371/journal.pone.0087273	2013-04-28	2013-12-24	2014-01-27
10.1371/journal.pcbi.1003744	2014-01-11	2014-06-12	2014-09-04
10.1371/journal.pcbi.1002090	2010-11-19	2011-04-28	2011-06-23
10.1371/journal.pone.0071365	2012-11-19	2013-06-29	2013-08-07
10.1371/journal.pgen.1004090	2013-07-05	2013-11-22	2014-01-16
10.1371/journal.pntd.0000980	2010-07-29	2011-02-04	2011-03-08
10.1371/journal.pone.0098788	2014-02-17	2014-05-07	2014-06-10
10.1371/journal.pgen.1000147	2007-09-12	2008-07-01	2008-08-01
10.1371/journal.pcbi.1000548	2009-07-24	2009-09-28	2009-10-30
10.1371/journal.ppat.1000373	2008-10-14	2009-03-10	2009-04-10
10.1371/journal.pmed.0040172	2006-06-26	2007-03-19	2007-05-15
10.1371/journal.pone.0043087	2012-05-17	2012-07-16	2012-08-20
10.1371/journal.pgen.1000382	2008-08-13	2009-01-14	2009-02-13
10.1371/journal.pgen.1000499	2009-02-23	2009-04-30	2009-05-29
10.1371/journal.pcbi.1000278	2008-07-18	2008-12-16	2009-01-30
10.1371/journal.pntd.0000299	2007-08-21	2008-08-22	2008-09-24
10.1371/journal.pntd.0003401	2014-04-28	2014-11-07	2014-12-18
10.1371/journal.ppat.1002968	2012-04-03	2012-08-28	2012-11-01
10.1371/journal.pntd.0001958	2012-06-12	2012-10-29	2012-12-13
10.1371/journal.pone.0073519	2013-03-05	2013-07-23	2013-08-29
10.1371/journal.pgen.1005299	2015-03-26	2015-05-26	2015-06-19
10.1371/journal.ppat.1001323	2010-07-07	2011-02-16	2011-03-17
10.1371/journal.pbio.1001711	2013-04-06	2013-10-04	2013-11-12
10.1371/journal.pmed.0030428	2006-03-06	2006-08-14	2006-11-07
10.1371/journal.pcbi.1003588	2013-11-18	2014-03-11	2014-05-08
10.1371/journal.pcbi.1002703	2011-11-16	2012-07-30	2012-10-18
10.1371/journal.pcbi.1000705	2009-08-10	2010-02-04	2010-03-12
10.1371/journal.pbio.1001258	2011-05-22	2011-12-28	2012-02-07
10.1371/journal.pcbi.1002144	2011-02-24	2011-06-18	2011-10-13
10.1371/journal.pntd.0001839	2012-01-21	2012-08-14	2012-09-27
10.1371/journal.pntd.0002711	2012-10-22	2014-01-09	2014-03-13
10.1371/journal.pntd.0002316	2013-03-24	2013-06-03	2013-07-11
10.1371/journal.ppat.1003772	2013-07-10	2013-09-27	2013-11-21
10.1371/journal.pmed.0030005	2005-05-23	2005-09-27	2005-11-29
10.1371/journal.pcbi.1003761	2014-02-19	2014-06-17	2014-08-14
10.1371/journal.pbio.1001555	2012-07-16	2013-03-27	2013-05-07
10.1371/journal.pone.0117257	2014-05-27	2014-12-21	2015-01-30
10.1371/journal.pcbi.1000073	2007-10-03	2008-03-27	2008-05-16
10.1371/journal.ppat.1003868	2013-04-03	2013-11-22	2014-01-09
10.1371/journal.pntd.0003181	2013-12-27	2014-08-11	2014-09-18
10.1371/journal.pbio.1000473	2010-01-21	2010-07-26	2010-09-07
10.1371/journal.pone.0087133	2013-09-24	2013-12-19	2014-02-14
10.1371/journal.pmed.1001549	2013-01-07	2013-09-30	2013-11-12
10.1371/journal.pntd.0002170	2012-10-16	2013-03-08	2013-04-11
10.1371/journal.pgen.1000936	2009-10-27	2010-04-02	2010-05-06
10.1371/journal.pone.0074338	2013-05-13	2013-07-31	2013-09-10
10.1371/journal.pbio.1002104	2014-09-22	2015-02-11	2015-04-08
10.1371/journal.ppat.1003786	2013-05-14	2013-10-08	2013-11-21
10.1371/journal.pone.0112128	2014-06-04	2014-10-12	2014-11-25
10.1371/journal.pone.0028489	2011-06-15	2011-11-09	2011-12-05
10.1371/journal.pcbi.1002033	2010-11-04	2011-03-01	2011-04-28
10.1371/journal.ppat.1003643	2013-12-17	2013-08-05	2013-09-26
10.1371/journal.pmed.0050219	2007-11-29	2008-09-25	2008-11-11
10.1371/journal.pone.0014544	2010-07-11	2010-12-19	2011-01-18
10.1371/journal.pbio.1000502	2010-03-31	2010-08-19	2010-10-05
10.1371/journal.pone.0030986	2011-07-01	2011-12-29	2012-02-20
10.1371/journal.pgen.1005112	2014-12-03	2015-02-28	2015-04-16
10.1371/journal.pcbi.1002270	2011-01-19	2011-09-24	2011-12-01
10.1371/journal.pone.0017354	2010-12-13	2011-01-29	2011-02-28
10.1371/journal.ppat.1004983	2015-04-09	2015-05-26	2015-06-18
10.1371/journal.pone.0126862	2014-05-13	2015-04-08	2015-05-12
10.1371/journal.pcbi.1004168	2014-08-18	2015-02-03	2015-04-28
10.1371/journal.pbio.1000415	2010-02-09	2010-05-27	2010-07-06
10.1371/journal.pgen.1002412	2011-07-05	2011-10-22	2011-12-22
10.1371/journal.pone.0118135	2014-09-22	2015-01-05	2015-02-03
10.1371/journal.ppat.1000394	2008-11-04	2009-03-24	2009-04-24
10.1371/journal.pgen.1000794	2009-04-02	2009-11-30	2010-02-05
10.1371/journal.pntd.0001015	2010-11-15	2011-02-09	2011-04-12
10.1371/journal.pbio.1000483	2010-03-02	2010-08-04	2010-09-14
10.1371/journal.pbio.1001988	2014-02-19	2014-09-23	2014-11-04
10.1371/journal.pntd.0003252	2014-05-16	2014-09-08	2014-10-16
10.1371/journal.pbio.1001673	2013-05-07	2013-08-22	2013-10-01
10.1371/journal.pntd.0003548	2014-07-15	2015-01-20	2015-03-12
10.1371/journal.pcbi.1004305	2015-02-06	2015-04-27	2015-06-15
10.1371/journal.pcbi.1002025	2010-11-08	2011-02-16	2011-04-07
10.1371/journal.pcbi.1000462	2009-01-26	2009-07-09	2009-08-14
10.1371/journal.pone.0068064	2013-02-08	2013-05-23	2013-07-02
10.1371/journal.pntd.0001364	2010-12-30	2011-09-02	2011-10-25
10.1371/journal.ppat.0030029	2006-06-20	2007-01-16	2007-03-02
10.1371/journal.ppat.0010001	2005-03-15	2005-05-10	2005-07-22
10.1371/journal.pntd.0001882	2012-05-11	2012-09-12	2012-10-25
10.1371/journal.pone.0082934	2013-06-13	2013-10-30	2014-03-12
10.1371/journal.pcbi.1002451	2011-09-20	2012-02-10	2012-04-12
10.1371/journal.pone.0074276	2013-03-28	2013-07-29	2013-08-30
10.1371/journal.pone.0096663	2013-10-24	2014-04-10	2014-05-07
10.1371/journal.ppat.1003130	2012-09-20	2012-11-29	2013-01-24
10.1371/journal.pcbi.1000441	2009-03-03	2009-06-18	2009-07-24
10.1371/journal.pone.0085468	2013-07-22	2013-11-27	2013-12-26
10.1371/journal.pbio.1002011	2014-05-29	2014-10-21	2014-12-02
10.1371/journal.pbio.1000426	2009-12-02	2010-06-08	2010-07-27
10.1371/journal.pmed.0040133	2006-11-15	2007-02-15	2007-04-17
10.1371/journal.pcbi.0030133	2007-01-29	2007-05-29	2007-07-13
10.1371/journal.pgen.1003713	2012-12-05	2013-06-25	2013-09-12
10.1371/journal.pntd.0003430	2014-07-25	2014-11-21	2015-01-08
10.1371/journal.ppat.1000539	2009-04-24	2009-07-14	2009-08-07
10.1371/journal.pone.0101711	2014-01-22	2014-06-10	2014-07-09
10.1371/journal.pmed.1001091	2011-01-21	2011-07-21	2011-09-06
10.1371/journal.pone.0118617	2014-07-25	2015-01-21	2015-02-25
10.1371/journal.pntd.0002525	2013-05-31	2013-09-27	2013-11-07
10.1371/journal.pone.0074303	2013-04-16	2013-07-30	2013-09-18
10.1371/journal.pone.0001696	2007-09-25	2008-01-25	2008-02-27
10.1371/journal.pgen.1004119	2013-07-19	2013-12-02	2014-02-27
10.1371/journal.pntd.0002063	2012-08-24	2013-01-04	2013-02-28
10.1371/journal.pcbi.1000788	2009-09-11	2010-04-15	2010-05-20
10.1371/journal.pcbi.1002474	2012-01-11	2012-02-28	2012-04-12
10.1371/journal.pntd.0000665	2009-11-25	2010-03-10	2010-04-20
10.1371/journal.pbio.1001856	2014-01-22	2014-03-28	2014-05-06
10.1371/journal.pgen.1000474	2008-12-23	2009-04-07	2009-05-08
10.1371/journal.pcbi.1003697	2014-02-24	2014-05-12	2014-07-24
10.1371/journal.pgen.1000456	2008-11-24	2009-03-17	2009-04-17
10.1371/journal.pntd.0002255	2012-11-19	2013-04-25	2013-06-13
10.1371/journal.pone.0043005	2012-04-03	2012-07-16	2012-08-15
10.1371/journal.pgen.1000075	2007-11-05	2008-04-17	2008-05-16
10.1371/journal.pcbi.1003335	2013-05-29	2013-09-27	2013-11-21
10.1371/journal.pcbi.1003877	2014-03-19	2014-08-18	2014-10-09
10.1371/journal.pgen.0030159	2007-03-15	2007-08-01	2007-09-21
10.1371/journal.pntd.0001587	2011-09-02	2012-02-11	2012-03-20
10.1371/journal.pone.0026967	2011-08-08	2011-10-06	2011-11-04
10.1371/journal.pone.0026614	2011-07-20	2011-09-29	2011-10-19
10.1371/journal.pcbi.1000776	2010-01-19	2010-04-01	2010-05-06
10.1371/journal.pcbi.1002362	2011-06-09	2011-12-09	2012-02-09
10.1371/journal.pntd.0000589	2009-07-14	2009-12-07	2010-02-02
10.1371/journal.pgen.1001152	2010-06-21	2010-09-09	2010-10-07
10.1371/journal.ppat.0010010	2005-05-05	2005-08-08	2005-09-30
10.1371/journal.pmed.0030421	2005-12-28	2006-08-04	2006-10-24
10.1371/journal.pntd.0001538	2011-08-17	2011-12-24	2012-03-06
10.1371/journal.pone.0091892	2013-10-02	2014-02-17	2014-03-11
10.1371/journal.pgen.0040019	2007-06-12	2007-12-13	2008-01-18
10.1371/journal.pcbi.1002082	2010-11-23	2011-04-20	2011-07-21
10.1371/journal.pgen.1001162	2010-06-13	2010-09-16	2010-10-21
10.1371/journal.pbio.1001931	2014-02-09	2014-07-03	2014-08-12
10.1371/journal.pgen.1001011	2009-09-03	2010-06-01	2010-07-01
10.1371/journal.pntd.0000514	2009-05-18	2009-08-18	2009-09-15
10.1371/journal.pgen.1003884	2012-10-18	2013-09-03	2013-10-31
10.1371/journal.pone.0065886	2013-02-12	2013-04-30	2013-06-13
10.1371/journal.pntd.0003689	2014-11-17	2015-03-09	2015-04-23
10.1371/journal.pgen.1004463	2014-02-08	2014-05-13	2014-07-31
10.1371/journal.pgen.1004487	2013-11-01	2014-05-20	2014-07-17
10.1371/journal.pone.0030642	2011-09-26	2011-12-24	2012-02-02
10.1371/journal.pmed.0030387	2005-10-13	2006-07-13	2006-10-03
10.1371/journal.pntd.0001503	2011-08-31	2011-12-15	2012-02-14
10.1371/journal.pmed.1001604	2013-02-14	2014-01-09	2014-02-18
10.1371/journal.pone.0078764	2013-05-07	2013-09-16	2013-10-24
10.1371/journal.pone.0059463	2012-07-25	2013-02-18	2013-03-14
10.1371/journal.pcbi.1003224	2013-02-25	2013-07-31	2013-10-03
10.1371/journal.pntd.0001667	2011-11-11	2012-04-17	2012-06-05
10.1371/journal.pgen.0010019	2005-02-24	2005-06-23	2005-08-19
10.1371/journal.pntd.0001970	2010-05-13	2012-10-30	2012-12-20
10.1371/journal.pntd.0000926	2009-12-22	2010-11-26	2011-01-04
10.1371/journal.pntd.0001200	2010-06-10	2011-04-25	2011-06-07
10.1371/journal.pone.0022903	2011-02-06	2011-07-08	2011-08-04
10.1371/journal.pcbi.0010072	2005-08-29	2005-11-09	2005-12-09
10.1371/journal.pone.0072803	2013-06-11	2013-07-13	2013-08-20
10.1371/journal.pcbi.1000665	2009-03-25	2009-12-30	2010-02-05
10.1371/journal.pgen.1003148	2012-03-07	2012-10-22	2012-12-20
10.1371/journal.pntd.0001719	2012-02-27	2012-05-20	2012-07-10
10.1371/journal.pgen.1004680	2014-04-08	2014-08-18	2014-10-16
10.1371/journal.pntd.0002177	2013-12-17	2013-03-10	2013-04-25
10.1371/journal.pbio.1000285	2009-05-08	2009-12-10	2010-01-19
10.1371/journal.pone.0074784	2013-03-12	2013-08-07	2013-09-18
10.1371/journal.pgen.1000224	2008-04-14	2008-09-12	2008-10-17
10.1371/journal.pcbi.1002755	2012-05-26	2012-09-07	2012-11-01
10.1371/journal.pmed.0050092	2007-07-13	2008-03-13	2008-05-06
10.1371/journal.ppat.0020117	2006-01-23	2006-09-21	2006-11-03
10.1371/journal.pntd.0001598	2011-01-29	2012-02-23	2012-04-03
10.1371/journal.pone.0070881	2013-01-28	2013-06-25	2013-08-05
10.1371/journal.pgen.1001082	2010-02-05	2010-07-22	2010-08-26
10.1371/journal.ppat.1000627	2009-04-20	2009-09-21	2009-10-16
10.1371/journal.pcbi.0020180	2006-05-10	2006-11-15	2006-12-29
10.1371/journal.pgen.1001116	2010-01-04	2010-08-09	2010-09-09
10.1371/journal.pgen.0020030	2005-08-15	2006-01-25	2006-04-28
10.1371/journal.pmed.1001820	2014-08-18	2015-03-17	2015-04-28
10.1371/journal.pntd.0002145	2012-08-16	2013-02-15	2013-04-04
10.1371/journal.ppat.1004490	2014-03-26	2014-09-26	2014-10-30
10.1371/journal.pone.0017558	2010-12-10	2011-01-26	2011-03-03
10.1371/journal.pcbi.1004011	2014-05-27	2014-10-29	2014-12-11
10.1371/journal.pone.0017731	2010-10-07	2011-02-11	2011-03-25
10.1371/journal.ppat.1004164	2014-01-23	2014-04-21	2014-06-12
10.1371/journal.pcbi.1003369	2013-06-12	2013-10-15	2013-12-05
10.1371/journal.pone.0024720	2011-06-24	2011-08-16	2011-09-13
10.1371/journal.ppat.1003969	2012-06-04	2014-01-15	2014-02-20
10.1371/journal.ppat.1004021	2013-11-12	2014-02-06	2014-03-20
10.1371/journal.pntd.0003740	2014-08-20	2015-04-05	2015-04-24
10.1371/journal.pcbi.1003575	2013-10-02	2014-03-05	2014-04-24
10.1371/journal.pcbi.1000211	2008-06-30	2008-09-19	2008-11-07
10.1371/journal.pntd.0002403	2012-11-26	2013-07-23	2013-09-05
10.1371/journal.pntd.0001040	2010-11-10	2011-03-18	2011-04-19
10.1371/journal.pone.0004647	2008-07-15	2009-01-13	2009-02-27
10.1371/journal.ppat.1002815	2011-12-15	2012-06-09	2012-07-26
10.1371/journal.pone.0066434	2013-02-05	2013-05-07	2013-06-14
10.1371/journal.ppat.1004396	2014-03-18	2014-08-13	2014-09-18
10.1371/journal.ppat.1002120	2010-10-25	2011-04-29	2011-09-15
10.1371/journal.pmed.0030101	2005-07-29	2005-12-30	2006-02-21
10.1371/journal.pntd.0001208	2011-02-26	2011-04-17	2011-06-28
10.1371/journal.pone.0003630	2008-09-16	2008-10-09	2008-11-03
10.1371/journal.ppat.1004303	2014-02-17	2014-06-25	2014-08-14
10.1371/journal.pone.0027274	2011-01-31	2011-10-12	2011-11-28
10.1371/journal.pntd.0002245	2012-12-06	2013-04-17	2013-05-30
10.1371/journal.ppat.1004765	2014-08-04	2015-02-25	2015-03-27
10.1371/journal.pntd.0002402	2012-10-18	2013-07-23	2013-09-12
10.1371/journal.pntd.0001897	2012-05-21	2012-09-25	2012-11-29
10.1371/journal.ppat.1000405	2008-10-27	2009-03-31	2009-05-01
10.1371/journal.pone.0007699	2009-06-12	2009-10-10	2009-11-04
10.1371/journal.pcbi.1000220	2008-05-16	2008-09-30	2008-11-07
10.1371/journal.pcbi.1002749	2012-04-11	2012-09-02	2012-11-01
10.1371/journal.pcbi.1003801	2013-11-20	2014-06-25	2014-09-04
10.1371/journal.pgen.1004608	2014-03-14	2014-07-15	2014-09-18
10.1371/journal.pgen.1004999	2014-04-28	2015-01-13	2015-02-13
10.1371/journal.pone.0036851	2011-12-09	2012-04-07	2012-06-05
10.1371/journal.pmed.0030006	2005-05-09	2005-09-29	2005-12-06
10.1371/journal.pgen.1002133	2011-02-09	2011-05-03	2011-07-07
10.1371/journal.pgen.1003874	2013-05-31	2013-08-28	2014-04-24
10.1371/journal.pgen.1000472	2008-09-24	2009-04-07	2009-05-08
10.1371/journal.pcbi.1000686	2009-07-13	2010-01-25	2010-02-26
10.1371/journal.pgen.1003887	2013-05-09	2013-09-03	2013-10-31
10.1371/journal.pone.0026089	2011-02-03	2011-09-19	2011-10-11
10.1371/journal.pntd.0001901	2012-08-07	2012-09-30	2012-11-08
10.1371/journal.pntd.0002370	2012-05-16	2013-07-04	2013-08-22
10.1371/journal.pgen.1000087	2007-09-11	2008-05-01	2008-05-30
10.1371/journal.pntd.0002670	2013-08-01	2013-12-15	2014-02-13
10.1371/journal.ppat.1000466	2009-03-10	2009-05-05	2009-06-05
10.1371/journal.pmed.0050200	2008-03-10	2008-08-28	2008-10-28
10.1371/journal.pntd.0002074	2012-07-11	2013-01-08	2013-02-28
10.1371/journal.pmed.1000253	2009-03-23	2010-02-23	2010-04-13
10.1371/journal.pgen.0020161	2006-05-18	2006-08-09	2006-09-29
10.1371/journal.pntd.0002432	2013-02-08	2013-08-05	2013-09-19
10.1371/journal.ppat.1002469	2011-06-24	2011-11-16	2011-12-29
10.1371/journal.pgen.1005018	2014-07-31	2015-01-22	2015-03-10
